Y_L(cm),	E(MeV),	YTheta_L(deg),	 A,	 dA,	 peL,	 dpeL,	 peR,	 dpeR
2.00,	50.00,	-10.00,	-0.7894,	0.0015,	1.75,	0.01,	13.07,	0.02
2.00,	50.00,	-7.50,	-0.6408,	0.0018,	3.10,	0.02,	12.53,	0.02
2.00,	50.00,	-5.00,	-0.3962,	0.0020,	5.66,	0.02,	12.00,	0.02
2.00,	50.00,	-2.50,	-0.1572,	0.0018,	8.59,	0.02,	11.38,	0.02
2.00,	50.00,	0.00,	0.0140,	0.0017,	10.59,	0.02,	10.30,	0.02
2.00,	50.00,	2.50,	0.1820,	0.0018,	11.67,	0.02,	8.37,	0.02
2.00,	50.00,	5.00,	0.4170,	0.0020,	12.32,	0.02,	5.49,	0.02
2.00,	50.00,	7.50,	0.6559,	0.0018,	12.85,	0.02,	3.01,	0.02
2.00,	50.00,	10.00,	0.7920,	0.0014,	13.37,	0.02,	1.76,	0.02
2.00,	50.00,	15.00,	0.8952,	0.0010,	14.00,	0.03,	0.91,	0.01
2.00,	50.00,	20.00,	0.9048,	0.0009,	13.20,	0.03,	0.77,	0.01
2.00,	50.00,	25.00,	0.8894,	0.0010,	11.68,	0.03,	0.79,	0.01
2.00,	50.00,	30.00,	0.8682,	0.0011,	9.85,	0.03,	0.79,	0.01
2.00,	50.00,	35.00,	0.8632,	0.0011,	9.87,	0.03,	0.82,	0.01
2.00,	50.00,	40.00,	0.8576,	0.0011,	10.74,	0.03,	0.91,	0.01
2.00,	50.00,	60.00,	0.8945,	0.0007,	27.01,	0.10,	1.53,	0.01
2.00,	50.00,	80.00,	0.9024,	0.0004,	118.78,	0.30,	6.21,	0.03
2.00,	100.00,	-80.00,	-0.9061,	0.0003,	8.93,	0.04,	172.19,	0.52
2.00,	100.00,	-60.00,	-0.8948,	0.0007,	1.32,	0.01,	23.06,	0.06
2.00,	100.00,	-40.00,	-0.8592,	0.0011,	0.87,	0.01,	10.37,	0.03
2.00,	100.00,	-35.00,	-0.8604,	0.0012,	0.79,	0.01,	9.26,	0.03
2.00,	100.00,	-30.00,	-0.8608,	0.0011,	0.80,	0.01,	9.46,	0.02
2.00,	100.00,	-25.00,	-0.8893,	0.0010,	0.76,	0.01,	11.39,	0.02
2.00,	100.00,	-20.00,	-0.9127,	0.0009,	0.70,	0.01,	12.98,	0.02
2.00,	100.00,	-15.00,	-0.9146,	0.0009,	0.74,	0.01,	14.02,	0.02
2.00,	100.00,	-10.00,	-0.8543,	0.0011,	1.20,	0.02,	13.33,	0.03
2.00,	100.00,	-7.50,	-0.7342,	0.0015,	2.13,	0.02,	12.55,	0.02
2.00,	100.00,	-5.00,	-0.4085,	0.0017,	5.43,	0.02,	12.09,	0.02
2.00,	100.00,	-2.50,	-0.1214,	0.0015,	9.39,	0.02,	11.80,	0.02
2.00,	100.00,	0.00,	0.0120,	0.0014,	11.30,	0.02,	11.01,	0.02
2.00,	100.00,	2.50,	0.1441,	0.0015,	12.04,	0.02,	9.14,	0.02
2.00,	100.00,	5.00,	0.4253,	0.0017,	12.38,	0.02,	5.32,	0.02
2.00,	100.00,	7.50,	0.7495,	0.0014,	12.98,	0.02,	2.06,	0.02
2.00,	100.00,	10.00,	0.8589,	0.0011,	13.61,	0.02,	1.17,	0.01
2.00,	100.00,	15.00,	0.9169,	0.0008,	14.33,	0.03,	0.73,	0.01
2.00,	100.00,	20.00,	0.9148,	0.0009,	13.27,	0.03,	0.70,	0.01
2.00,	100.00,	25.00,	0.8930,	0.0010,	11.63,	0.03,	0.74,	0.01
2.00,	100.00,	30.00,	0.8650,	0.0011,	9.61,	0.02,	0.79,	0.01
2.00,	100.00,	35.00,	0.8651,	0.0011,	9.53,	0.02,	0.77,	0.01
2.00,	100.00,	40.00,	0.8608,	0.0010,	10.70,	0.03,	0.88,	0.01
2.00,	100.00,	60.00,	0.8932,	0.0007,	23.73,	0.07,	1.37,	0.01
2.00,	100.00,	80.00,	0.9082,	0.0003,	176.85,	0.53,	9.02,	0.04
4.00,	5.00,	-80.00,	-0.6942,	0.0030,	1.04,	0.01,	5.98,	0.03
4.00,	5.00,	-60.00,	-0.6564,	0.0024,	1.53,	0.01,	7.48,	0.02
4.00,	5.00,	-40.00,	-0.5225,	0.0027,	2.17,	0.01,	6.89,	0.02
4.00,	5.00,	-35.00,	-0.4971,	0.0028,	2.34,	0.01,	6.81,	0.02
4.00,	5.00,	-30.00,	-0.4548,	0.0029,	2.58,	0.02,	6.73,	0.02
4.00,	5.00,	-25.00,	-0.4117,	0.0029,	2.85,	0.02,	6.66,	0.02
4.00,	5.00,	-20.00,	-0.3558,	0.0030,	3.21,	0.02,	6.50,	0.02
4.00,	5.00,	-15.00,	-0.2795,	0.0031,	3.65,	0.02,	6.28,	0.02
4.00,	5.00,	-10.00,	-0.1979,	0.0032,	4.13,	0.02,	6.00,	0.02
4.00,	5.00,	-7.50,	-0.1471,	0.0032,	4.42,	0.02,	5.80,	0.02
4.00,	5.00,	-5.00,	-0.0911,	0.0032,	4.73,	0.02,	5.58,	0.02
4.00,	5.00,	-2.50,	-0.0381,	0.0033,	5.01,	0.02,	5.33,	0.02
4.00,	5.00,	0.00,	0.0183,	0.0033,	5.28,	0.02,	5.03,	0.02
4.00,	5.00,	2.50,	0.0745,	0.0032,	5.60,	0.02,	4.78,	0.02
4.00,	5.00,	5.00,	0.1290,	0.0032,	5.84,	0.02,	4.50,	0.02
4.00,	5.00,	7.50,	0.1811,	0.0032,	6.09,	0.02,	4.24,	0.02
4.00,	5.00,	10.00,	0.2296,	0.0031,	6.30,	0.02,	3.98,	0.02
4.00,	5.00,	15.00,	0.3153,	0.0031,	6.63,	0.02,	3.49,	0.02
4.00,	5.00,	20.00,	0.3896,	0.0029,	6.84,	0.02,	3.04,	0.02
4.00,	5.00,	25.00,	0.4384,	0.0029,	6.96,	0.02,	2.74,	0.02
4.00,	5.00,	30.00,	0.4847,	0.0028,	7.09,	0.02,	2.45,	0.01
4.00,	5.00,	35.00,	0.5219,	0.0027,	7.20,	0.02,	2.24,	0.01
4.00,	5.00,	40.00,	0.5600,	0.0026,	7.30,	0.02,	2.03,	0.01
4.00,	5.00,	60.00,	0.6836,	0.0023,	7.94,	0.02,	1.45,	0.01
4.00,	5.00,	80.00,	0.7043,	0.0029,	6.25,	0.03,	1.03,	0.01
4.00,	10.00,	-80.00,	-0.7855,	0.0018,	1.94,	0.01,	17.55,	0.05
4.00,	10.00,	-60.00,	-0.7475,	0.0016,	2.52,	0.02,	18.29,	0.04
4.00,	10.00,	-40.00,	-0.6795,	0.0020,	2.67,	0.02,	14.05,	0.04
4.00,	10.00,	-35.00,	-0.6596,	0.0020,	2.79,	0.02,	13.35,	0.04
4.00,	10.00,	-30.00,	-0.6366,	0.0021,	2.93,	0.02,	12.77,	0.03
4.00,	10.00,	-25.00,	-0.5971,	0.0023,	3.26,	0.02,	12.31,	0.03
4.00,	10.00,	-20.00,	-0.5374,	0.0025,	3.81,	0.02,	12.02,	0.03
4.00,	10.00,	-15.00,	-0.4639,	0.0027,	4.47,	0.03,	11.57,	0.03
4.00,	10.00,	-10.00,	-0.3305,	0.0029,	5.64,	0.03,	10.67,	0.03
4.00,	10.00,	-7.50,	-0.2527,	0.0029,	6.33,	0.03,	10.18,	0.03
4.00,	10.00,	-5.00,	-0.1706,	0.0030,	7.11,	0.03,	9.70,	0.03
4.00,	10.00,	-2.50,	-0.0798,	0.0030,	7.88,	0.03,	9.06,	0.03
4.00,	10.00,	0.00,	0.0187,	0.0030,	8.73,	0.03,	8.29,	0.03
4.00,	10.00,	2.50,	0.1149,	0.0030,	9.43,	0.03,	7.52,	0.03
4.00,	10.00,	5.00,	0.2078,	0.0030,	10.14,	0.03,	6.75,	0.03
4.00,	10.00,	7.50,	0.2985,	0.0029,	10.79,	0.03,	5.96,	0.03
4.00,	10.00,	10.00,	0.3637,	0.0028,	11.26,	0.03,	5.36,	0.03
4.00,	10.00,	15.00,	0.4870,	0.0026,	12.08,	0.03,	4.30,	0.02
4.00,	10.00,	20.00,	0.5659,	0.0024,	12.62,	0.03,	3.61,	0.02
4.00,	10.00,	25.00,	0.6219,	0.0022,	13.01,	0.03,	3.12,	0.02
4.00,	10.00,	30.00,	0.6543,	0.0021,	13.36,	0.03,	2.83,	0.02
4.00,	10.00,	35.00,	0.6779,	0.0020,	13.96,	0.04,	2.67,	0.02
4.00,	10.00,	40.00,	0.6985,	0.0019,	14.75,	0.04,	2.57,	0.02
4.00,	10.00,	60.00,	0.7630,	0.0015,	19.28,	0.05,	2.44,	0.01
4.00,	10.00,	80.00,	0.8013,	0.0016,	18.66,	0.06,	1.90,	0.01
4.00,	50.00,	-80.00,	-0.8997,	0.0004,	6.10,	0.03,	113.56,	0.28
4.00,	50.00,	-60.00,	-0.8948,	0.0007,	1.47,	0.01,	26.26,	0.10
4.00,	50.00,	-40.00,	-0.8540,	0.0011,	0.89,	0.01,	10.30,	0.03
4.00,	50.00,	-35.00,	-0.8604,	0.0012,	0.82,	0.01,	9.44,	0.03
4.00,	50.00,	-30.00,	-0.8612,	0.0012,	0.81,	0.01,	9.57,	0.03
4.00,	50.00,	-25.00,	-0.8847,	0.0011,	0.80,	0.01,	11.26,	0.02
4.00,	50.00,	-20.00,	-0.9008,	0.0010,	0.80,	0.01,	12.71,	0.03
4.00,	50.00,	-15.00,	-0.8898,	0.0010,	0.93,	0.01,	13.53,	0.03
4.00,	50.00,	-10.00,	-0.7817,	0.0015,	1.81,	0.02,	12.91,	0.02
4.00,	50.00,	-7.50,	-0.6374,	0.0018,	3.12,	0.02,	12.41,	0.02
4.00,	50.00,	-5.00,	-0.3842,	0.0020,	5.78,	0.02,	11.87,	0.02
4.00,	50.00,	-2.50,	-0.1436,	0.0019,	8.73,	0.02,	11.22,	0.02
4.00,	50.00,	0.00,	0.0208,	0.0017,	10.68,	0.03,	10.24,	0.02
4.00,	50.00,	2.50,	0.1924,	0.0018,	11.83,	0.03,	8.28,	0.02
4.00,	50.00,	5.00,	0.4292,	0.0020,	12.47,	0.02,	5.41,	0.02
4.00,	50.00,	7.50,	0.6652,	0.0018,	13.06,	0.02,	2.94,	0.02
4.00,	50.00,	10.00,	0.7974,	0.0014,	13.58,	0.03,	1.72,	0.01
4.00,	50.00,	15.00,	0.8962,	0.0010,	14.20,	0.03,	0.91,	0.01
4.00,	50.00,	20.00,	0.9069,	0.0009,	13.37,	0.03,	0.76,	0.01
4.00,	50.00,	25.00,	0.8904,	0.0010,	11.80,	0.03,	0.78,	0.01
4.00,	50.00,	30.00,	0.8683,	0.0011,	9.95,	0.03,	0.79,	0.01
4.00,	50.00,	35.00,	0.8675,	0.0011,	10.01,	0.03,	0.80,	0.01
4.00,	50.00,	40.00,	0.8599,	0.0011,	10.89,	0.03,	0.90,	0.01
4.00,	50.00,	60.00,	0.8936,	0.0007,	27.28,	0.10,	1.53,	0.01
4.00,	50.00,	80.00,	0.9033,	0.0004,	119.70,	0.30,	6.21,	0.03
4.00,	100.00,	-80.00,	-0.9057,	0.0003,	8.83,	0.04,	169.18,	0.51
4.00,	100.00,	-60.00,	-0.8941,	0.0007,	1.32,	0.01,	22.80,	0.06
4.00,	100.00,	-40.00,	-0.8565,	0.0011,	0.88,	0.01,	10.28,	0.03
4.00,	100.00,	-35.00,	-0.8616,	0.0012,	0.78,	0.01,	9.13,	0.02
4.00,	100.00,	-30.00,	-0.8594,	0.0012,	0.81,	0.01,	9.34,	0.02
4.00,	100.00,	-25.00,	-0.8899,	0.0010,	0.75,	0.01,	11.24,	0.02
4.00,	100.00,	-20.00,	-0.9102,	0.0009,	0.70,	0.01,	12.84,	0.02
4.00,	100.00,	-15.00,	-0.9114,	0.0009,	0.77,	0.01,	13.85,	0.02
4.00,	100.00,	-10.00,	-0.8530,	0.0011,	1.18,	0.01,	13.10,	0.02
4.00,	100.00,	-7.50,	-0.7281,	0.0015,	2.17,	0.01,	12.37,	0.02
4.00,	100.00,	-5.00,	-0.3989,	0.0017,	5.50,	0.02,	11.97,	0.02
4.00,	100.00,	-2.50,	-0.1097,	0.0015,	9.51,	0.02,	11.67,	0.02
4.00,	100.00,	0.00,	0.0254,	0.0014,	11.40,	0.02,	10.84,	0.02
4.00,	100.00,	2.50,	0.1568,	0.0015,	12.18,	0.02,	9.01,	0.02
4.00,	100.00,	5.00,	0.4411,	0.0017,	12.55,	0.02,	5.18,	0.02
4.00,	100.00,	7.50,	0.7540,	0.0014,	13.22,	0.02,	2.04,	0.01
4.00,	100.00,	10.00,	0.8604,	0.0011,	13.77,	0.03,	1.17,	0.01
4.00,	100.00,	15.00,	0.9176,	0.0008,	14.52,	0.03,	0.73,	0.01
4.00,	100.00,	20.00,	0.9146,	0.0009,	13.44,	0.03,	0.70,	0.01
4.00,	100.00,	25.00,	0.8943,	0.0009,	11.75,	0.02,	0.75,	0.01
4.00,	100.00,	30.00,	0.8648,	0.0011,	9.77,	0.02,	0.80,	0.01
4.00,	100.00,	35.00,	0.8699,	0.0011,	9.65,	0.02,	0.75,	0.01
4.00,	100.00,	40.00,	0.8640,	0.0010,	10.79,	0.03,	0.86,	0.01
4.00,	100.00,	60.00,	0.8928,	0.0006,	23.73,	0.07,	1.37,	0.01
4.00,	100.00,	80.00,	0.9083,	0.0003,	179.54,	0.55,	9.11,	0.04
6.00,	5.00,	-80.00,	-0.6814,	0.0031,	1.08,	0.01,	5.92,	0.02
6.00,	5.00,	-60.00,	-0.6585,	0.0024,	1.52,	0.01,	7.43,	0.02
6.00,	5.00,	-40.00,	-0.5203,	0.0027,	2.19,	0.01,	6.82,	0.02
6.00,	5.00,	-35.00,	-0.4866,	0.0028,	2.38,	0.01,	6.76,	0.02
6.00,	5.00,	-30.00,	-0.4536,	0.0029,	2.59,	0.02,	6.70,	0.02
6.00,	5.00,	-25.00,	-0.3989,	0.0030,	2.91,	0.02,	6.53,	0.02
6.00,	5.00,	-20.00,	-0.3421,	0.0030,	3.27,	0.02,	6.41,	0.02
6.00,	5.00,	-15.00,	-0.2731,	0.0031,	3.69,	0.02,	6.25,	0.02
6.00,	5.00,	-10.00,	-0.1825,	0.0032,	4.24,	0.02,	5.87,	0.02
6.00,	5.00,	-7.50,	-0.1363,	0.0032,	4.50,	0.02,	5.72,	0.02
6.00,	5.00,	-5.00,	-0.0851,	0.0032,	4.79,	0.02,	5.50,	0.02
6.00,	5.00,	-2.50,	-0.0308,	0.0033,	5.04,	0.02,	5.21,	0.02
6.00,	5.00,	0.00,	0.0282,	0.0033,	5.37,	0.02,	4.98,	0.02
6.00,	5.00,	2.50,	0.0847,	0.0032,	5.67,	0.02,	4.71,	0.02
6.00,	5.00,	5.00,	0.1351,	0.0032,	5.88,	0.02,	4.45,	0.02
6.00,	5.00,	7.50,	0.1903,	0.0032,	6.14,	0.02,	4.18,	0.02
6.00,	5.00,	10.00,	0.2414,	0.0031,	6.38,	0.02,	3.89,	0.02
6.00,	5.00,	15.00,	0.3276,	0.0030,	6.70,	0.02,	3.42,	0.02
6.00,	5.00,	20.00,	0.3939,	0.0029,	6.91,	0.02,	3.03,	0.02
6.00,	5.00,	25.00,	0.4470,	0.0029,	7.06,	0.02,	2.70,	0.02
6.00,	5.00,	30.00,	0.4918,	0.0028,	7.18,	0.02,	2.44,	0.01
6.00,	5.00,	35.00,	0.5294,	0.0027,	7.26,	0.02,	2.21,	0.01
6.00,	5.00,	40.00,	0.5614,	0.0026,	7.37,	0.02,	2.03,	0.01
6.00,	5.00,	60.00,	0.6841,	0.0022,	8.00,	0.02,	1.46,	0.01
6.00,	5.00,	80.00,	0.7082,	0.0029,	6.32,	0.03,	1.02,	0.01
6.00,	10.00,	-80.00,	-0.7819,	0.0018,	1.97,	0.01,	17.42,	0.05
6.00,	10.00,	-60.00,	-0.7444,	0.0016,	2.54,	0.02,	18.13,	0.04
6.00,	10.00,	-40.00,	-0.6730,	0.0020,	2.70,	0.02,	13.82,	0.04
6.00,	10.00,	-35.00,	-0.6525,	0.0021,	2.80,	0.02,	13.11,	0.03
6.00,	10.00,	-30.00,	-0.6306,	0.0022,	2.97,	0.02,	12.63,	0.03
6.00,	10.00,	-25.00,	-0.5921,	0.0023,	3.28,	0.02,	12.21,	0.03
6.00,	10.00,	-20.00,	-0.5350,	0.0025,	3.79,	0.02,	11.85,	0.03
6.00,	10.00,	-15.00,	-0.4509,	0.0027,	4.56,	0.03,	11.36,	0.03
6.00,	10.00,	-10.00,	-0.3246,	0.0029,	5.69,	0.03,	10.57,	0.03
6.00,	10.00,	-7.50,	-0.2437,	0.0030,	6.43,	0.03,	10.07,	0.03
6.00,	10.00,	-5.00,	-0.1552,	0.0030,	7.21,	0.03,	9.48,	0.03
6.00,	10.00,	-2.50,	-0.0651,	0.0030,	8.03,	0.03,	8.91,	0.03
6.00,	10.00,	0.00,	0.0276,	0.0030,	8.83,	0.03,	8.22,	0.03
6.00,	10.00,	2.50,	0.1183,	0.0030,	9.58,	0.03,	7.51,	0.03
6.00,	10.00,	5.00,	0.2144,	0.0030,	10.28,	0.03,	6.70,	0.03
6.00,	10.00,	7.50,	0.2993,	0.0029,	10.82,	0.03,	5.93,	0.03
6.00,	10.00,	10.00,	0.3809,	0.0028,	11.44,	0.03,	5.25,	0.03
6.00,	10.00,	15.00,	0.4969,	0.0026,	12.25,	0.03,	4.24,	0.02
6.00,	10.00,	20.00,	0.5764,	0.0024,	12.82,	0.03,	3.55,	0.02
6.00,	10.00,	25.00,	0.6285,	0.0022,	13.18,	0.03,	3.07,	0.02
6.00,	10.00,	30.00,	0.6601,	0.0021,	13.54,	0.03,	2.80,	0.02
6.00,	10.00,	35.00,	0.6873,	0.0019,	14.16,	0.04,	2.61,	0.02
6.00,	10.00,	40.00,	0.7026,	0.0018,	14.89,	0.04,	2.55,	0.02
6.00,	10.00,	60.00,	0.7645,	0.0015,	19.54,	0.05,	2.46,	0.02
6.00,	10.00,	80.00,	0.8012,	0.0016,	18.88,	0.06,	1.93,	0.01
6.00,	50.00,	-80.00,	-0.8988,	0.0004,	6.07,	0.03,	111.40,	0.28
6.00,	50.00,	-60.00,	-0.8936,	0.0007,	1.49,	0.01,	25.81,	0.10
6.00,	50.00,	-40.00,	-0.8522,	0.0011,	0.92,	0.01,	10.15,	0.03
6.00,	50.00,	-35.00,	-0.8609,	0.0012,	0.80,	0.01,	9.30,	0.02
6.00,	50.00,	-30.00,	-0.8609,	0.0012,	0.81,	0.01,	9.42,	0.02
6.00,	50.00,	-25.00,	-0.8839,	0.0011,	0.79,	0.01,	11.15,	0.03
6.00,	50.00,	-20.00,	-0.9011,	0.0010,	0.78,	0.01,	12.60,	0.02
6.00,	50.00,	-15.00,	-0.8858,	0.0011,	0.95,	0.01,	13.33,	0.02
6.00,	50.00,	-10.00,	-0.7775,	0.0015,	1.82,	0.01,	12.76,	0.02
6.00,	50.00,	-7.50,	-0.6280,	0.0019,	3.18,	0.02,	12.19,	0.02
6.00,	50.00,	-5.00,	-0.3726,	0.0020,	5.88,	0.02,	11.72,	0.02
6.00,	50.00,	-2.50,	-0.1337,	0.0018,	8.85,	0.03,	11.15,	0.02
6.00,	50.00,	0.00,	0.0327,	0.0017,	10.79,	0.02,	10.09,	0.02
6.00,	50.00,	2.50,	0.2058,	0.0018,	11.94,	0.02,	8.14,	0.02
6.00,	50.00,	5.00,	0.4387,	0.0019,	12.65,	0.02,	5.34,	0.02
6.00,	50.00,	7.50,	0.6702,	0.0017,	13.26,	0.02,	2.93,	0.02
6.00,	50.00,	10.00,	0.8055,	0.0014,	13.75,	0.02,	1.67,	0.01
6.00,	50.00,	15.00,	0.8964,	0.0010,	14.30,	0.03,	0.89,	0.01
6.00,	50.00,	20.00,	0.9067,	0.0009,	13.50,	0.03,	0.77,	0.01
6.00,	50.00,	25.00,	0.8929,	0.0010,	11.95,	0.03,	0.76,	0.01
6.00,	50.00,	30.00,	0.8705,	0.0011,	10.12,	0.03,	0.79,	0.01
6.00,	50.00,	35.00,	0.8693,	0.0011,	10.11,	0.03,	0.80,	0.01
6.00,	50.00,	40.00,	0.8641,	0.0010,	11.03,	0.03,	0.90,	0.01
6.00,	50.00,	60.00,	0.8950,	0.0007,	27.67,	0.10,	1.54,	0.01
6.00,	50.00,	80.00,	0.9031,	0.0004,	121.82,	0.30,	6.32,	0.03
6.00,	100.00,	-80.00,	-0.9044,	0.0003,	8.77,	0.04,	166.37,	0.50
6.00,	100.00,	-60.00,	-0.8948,	0.0007,	1.31,	0.01,	22.56,	0.06
6.00,	100.00,	-40.00,	-0.8564,	0.0011,	0.88,	0.01,	10.07,	0.03
6.00,	100.00,	-35.00,	-0.8617,	0.0011,	0.77,	0.01,	9.03,	0.02
6.00,	100.00,	-30.00,	-0.8596,	0.0012,	0.80,	0.01,	9.26,	0.02
6.00,	100.00,	-25.00,	-0.8887,	0.0010,	0.75,	0.01,	11.11,	0.02
6.00,	100.00,	-20.00,	-0.9084,	0.0009,	0.72,	0.01,	12.74,	0.03
6.00,	100.00,	-15.00,	-0.9097,	0.0009,	0.77,	0.01,	13.68,	0.03
6.00,	100.00,	-10.00,	-0.8469,	0.0011,	1.21,	0.01,	12.95,	0.02
6.00,	100.00,	-7.50,	-0.7220,	0.0015,	2.20,	0.02,	12.19,	0.02
6.00,	100.00,	-5.00,	-0.3898,	0.0018,	5.59,	0.02,	11.91,	0.02
6.00,	100.00,	-2.50,	-0.0984,	0.0015,	9.67,	0.02,	11.58,	0.02
6.00,	100.00,	0.00,	0.0349,	0.0014,	11.54,	0.02,	10.76,	0.02
6.00,	100.00,	2.50,	0.1711,	0.0015,	12.34,	0.02,	8.86,	0.02
6.00,	100.00,	5.00,	0.4534,	0.0017,	12.76,	0.02,	5.09,	0.02
6.00,	100.00,	7.50,	0.7604,	0.0014,	13.40,	0.02,	2.03,	0.02
6.00,	100.00,	10.00,	0.8668,	0.0010,	13.92,	0.02,	1.12,	0.01
6.00,	100.00,	15.00,	0.9195,	0.0008,	14.70,	0.03,	0.72,	0.01
6.00,	100.00,	20.00,	0.9178,	0.0008,	13.57,	0.03,	0.68,	0.01
6.00,	100.00,	25.00,	0.8957,	0.0009,	11.85,	0.03,	0.74,	0.01
6.00,	100.00,	30.00,	0.8690,	0.0011,	9.83,	0.02,	0.78,	0.01
6.00,	100.00,	35.00,	0.8710,	0.0011,	9.81,	0.03,	0.75,	0.01
6.00,	100.00,	40.00,	0.8682,	0.0010,	10.96,	0.03,	0.85,	0.01
6.00,	100.00,	60.00,	0.8916,	0.0007,	24.00,	0.07,	1.41,	0.01
6.00,	100.00,	80.00,	0.9088,	0.0003,	182.26,	0.55,	9.20,	0.04
8.00,	5.00,	-80.00,	-0.6866,	0.0031,	1.06,	0.01,	5.86,	0.02
8.00,	5.00,	-60.00,	-0.6501,	0.0024,	1.56,	0.01,	7.35,	0.02
8.00,	5.00,	-40.00,	-0.5160,	0.0028,	2.19,	0.01,	6.74,	0.02
8.00,	5.00,	-35.00,	-0.4857,	0.0028,	2.37,	0.01,	6.70,	0.02
8.00,	5.00,	-30.00,	-0.4394,	0.0029,	2.65,	0.02,	6.55,	0.02
8.00,	5.00,	-25.00,	-0.3939,	0.0030,	2.94,	0.02,	6.47,	0.02
8.00,	5.00,	-20.00,	-0.3364,	0.0031,	3.30,	0.02,	6.32,	0.02
8.00,	5.00,	-15.00,	-0.2655,	0.0031,	3.74,	0.02,	6.15,	0.02
8.00,	5.00,	-10.00,	-0.1755,	0.0032,	4.28,	0.02,	5.85,	0.02
8.00,	5.00,	-7.50,	-0.1273,	0.0032,	4.56,	0.02,	5.69,	0.02
8.00,	5.00,	-5.00,	-0.0724,	0.0033,	4.85,	0.02,	5.43,	0.02
8.00,	5.00,	-2.50,	-0.0148,	0.0033,	5.15,	0.02,	5.17,	0.02
8.00,	5.00,	0.00,	0.0381,	0.0033,	5.44,	0.02,	4.93,	0.02
8.00,	5.00,	2.50,	0.0924,	0.0032,	5.72,	0.02,	4.67,	0.02
8.00,	5.00,	5.00,	0.1470,	0.0032,	5.98,	0.02,	4.41,	0.02
8.00,	5.00,	7.50,	0.2008,	0.0032,	6.24,	0.02,	4.14,	0.02
8.00,	5.00,	10.00,	0.2490,	0.0031,	6.41,	0.02,	3.85,	0.02
8.00,	5.00,	15.00,	0.3296,	0.0030,	6.77,	0.02,	3.43,	0.02
8.00,	5.00,	20.00,	0.4006,	0.0029,	6.98,	0.02,	3.00,	0.02
8.00,	5.00,	25.00,	0.4511,	0.0028,	7.14,	0.02,	2.68,	0.02
8.00,	5.00,	30.00,	0.4982,	0.0027,	7.25,	0.02,	2.42,	0.01
8.00,	5.00,	35.00,	0.5338,	0.0027,	7.39,	0.02,	2.20,	0.01
8.00,	5.00,	40.00,	0.5728,	0.0025,	7.49,	0.02,	1.98,	0.01
8.00,	5.00,	60.00,	0.6880,	0.0022,	8.12,	0.02,	1.44,	0.01
8.00,	5.00,	80.00,	0.7120,	0.0029,	6.45,	0.03,	1.03,	0.01
8.00,	10.00,	-80.00,	-0.7827,	0.0017,	1.96,	0.01,	17.14,	0.05
8.00,	10.00,	-60.00,	-0.7432,	0.0016,	2.53,	0.02,	17.95,	0.04
8.00,	10.00,	-40.00,	-0.6689,	0.0020,	2.72,	0.02,	13.65,	0.04
8.00,	10.00,	-35.00,	-0.6503,	0.0021,	2.82,	0.02,	13.04,	0.03
8.00,	10.00,	-30.00,	-0.6233,	0.0022,	3.02,	0.02,	12.51,	0.03
8.00,	10.00,	-25.00,	-0.5875,	0.0024,	3.34,	0.02,	12.10,	0.03
8.00,	10.00,	-20.00,	-0.5295,	0.0025,	3.84,	0.02,	11.74,	0.03
8.00,	10.00,	-15.00,	-0.4435,	0.0027,	4.61,	0.03,	11.20,	0.03
8.00,	10.00,	-10.00,	-0.3135,	0.0029,	5.76,	0.03,	10.41,	0.03
8.00,	10.00,	-7.50,	-0.2424,	0.0030,	6.44,	0.03,	10.02,	0.03
8.00,	10.00,	-5.00,	-0.1544,	0.0030,	7.24,	0.03,	9.42,	0.03
8.00,	10.00,	-2.50,	-0.0552,	0.0030,	8.10,	0.03,	8.76,	0.03
8.00,	10.00,	0.00,	0.0400,	0.0030,	8.96,	0.03,	8.07,	0.03
8.00,	10.00,	2.50,	0.1383,	0.0030,	9.78,	0.03,	7.32,	0.03
8.00,	10.00,	5.00,	0.2232,	0.0029,	10.38,	0.03,	6.63,	0.03
8.00,	10.00,	7.50,	0.3085,	0.0029,	10.99,	0.03,	5.86,	0.03
8.00,	10.00,	10.00,	0.3861,	0.0028,	11.52,	0.03,	5.20,	0.03
8.00,	10.00,	15.00,	0.5012,	0.0026,	12.37,	0.03,	4.21,	0.02
8.00,	10.00,	20.00,	0.5831,	0.0023,	12.93,	0.03,	3.50,	0.02
8.00,	10.00,	25.00,	0.6314,	0.0022,	13.33,	0.03,	3.07,	0.02
8.00,	10.00,	30.00,	0.6638,	0.0020,	13.72,	0.04,	2.80,	0.02
8.00,	10.00,	35.00,	0.6901,	0.0019,	14.23,	0.04,	2.59,	0.02
8.00,	10.00,	40.00,	0.7056,	0.0018,	15.03,	0.04,	2.54,	0.02
8.00,	10.00,	60.00,	0.7705,	0.0014,	19.77,	0.05,	2.40,	0.01
8.00,	10.00,	80.00,	0.8030,	0.0016,	19.04,	0.06,	1.92,	0.01
8.00,	50.00,	-80.00,	-0.8984,	0.0004,	6.03,	0.03,	110.51,	0.28
8.00,	50.00,	-60.00,	-0.8935,	0.0007,	1.45,	0.01,	25.42,	0.10
8.00,	50.00,	-40.00,	-0.8522,	0.0011,	0.91,	0.01,	10.00,	0.03
8.00,	50.00,	-35.00,	-0.8567,	0.0012,	0.85,	0.01,	9.26,	0.03
